datasetID,forestRemnantID,timeSinceIsolationInYears,firstYearSurvey,matrixQuality,matrixDescription,matrixDescriptionNote,matrixMapBiomasBuffer1km,timeSinceIsolationInYearsNote
Hatfield2020,f16,NA,2015,intermediate,pasture,obtained from study publication,NA,NA
Hatfield2020,f17,NA,2015,intermediate,pasture,obtained from study publication,NA,NA
Hatfield2020,f18,NA,2015,intermediate,pasture,obtained from study publication,NA,NA
Hatfield2020,f19,NA,2015,high,eucalypt plantation,obtained from study publication,NA,NA
Hatfield2020,f2,NA,2015,intermediate,pasture,obtained from study publication,NA,NA
Hatfield2020,f20,NA,2015,high,eucalypt plantation,obtained from study publication,NA,NA
Hatfield2020,f21,NA,2015,intermediate,pasture,obtained from study publication,NA,NA
Hatfield2020,f22,NA,2015,high,eucalypt plantation,obtained from study publication,NA,NA
Hatfield2020,f23,NA,2015,high,eucalypt plantation,obtained from study publication,NA,NA
Hatfield2020,f24,NA,2015,intermediate,pasture,obtained from study publication,NA,NA
Hatfield2020,f25,NA,2015,high,eucalypt plantation,obtained from study publication,NA,NA
Hatfield2020,f26,NA,2015,high,eucalypt plantation,obtained from study publication,NA,NA
Hatfield2020,f27,NA,2015,high,eucalypt plantation,obtained from study publication,NA,NA
Hatfield2020,f28,NA,2015,intermediate,pasture,obtained from study publication,NA,NA
Hatfield2020,f29,NA,2015,high,eucalypt plantation,obtained from study publication,NA,NA
Hatfield2020,f3,NA,2015,intermediate,pasture,obtained from study publication,NA,NA
Hatfield2020,f30,NA,2015,high,eucalypt plantation,obtained from study publication,NA,NA
Hatfield2020,f31,NA,2015,intermediate,pasture,obtained from study publication,NA,NA
Hatfield2020,f32,NA,2015,high,eucalypt plantation,obtained from study publication,NA,NA
Hatfield2020,f33,NA,2015,high,eucalypt plantation,obtained from study publication,NA,NA
Hatfield2020,f34,NA,2015,intermediate,pasture,obtained from study publication,NA,NA
Hatfield2020,f35,NA,2015,high,eucalypt plantation,obtained from study publication,NA,NA
Hatfield2020,f4,NA,2015,intermediate,pasture,obtained from study publication,NA,NA
Hatfield2020,f5,NA,2015,intermediate,pasture,obtained from study publication,NA,NA
Hatfield2020,f6,NA,2015,intermediate,pasture,obtained from study publication,NA,NA
Hatfield2020,f7,NA,2015,intermediate,pasture,obtained from study publication,NA,NA
Hatfield2020,f8,NA,2015,intermediate,pasture,obtained from study publication,NA,NA
Hatfield2020,f9,NA,2015,high,eucalypt plantation,obtained from study publication,NA,NA
Henriques2021,Ailton,21,2005,low,hydroelectric reservoir,obtained from study publication,NA,NA
Henriques2021,Cornelio,21,2005,low,hydroelectric reservoir,obtained from study publication,NA,NA
Henriques2021,Divisa,21,2005,low,hydroelectric reservoir,obtained from study publication,NA,NA
Henriques2021,Duca,21,2005,low,hydroelectric reservoir,obtained from study publication,NA,NA
Henriques2021,Guariba,21,2005,low,hydroelectric reservoir,obtained from study publication,NA,NA
Henriques2021,Joao-do-Bo,21,2005,low,hydroelectric reservoir,obtained from study publication,NA,NA
Henriques2021,Juarez,21,2005,low,hydroelectric reservoir,obtained from study publication,NA,NA
Henriques2021,Lobao,21,2005,low,hydroelectric reservoir,obtained from study publication,NA,NA
Henriques2021,Lucyana,21,2005,low,hydroelectric reservoir,obtained from study publication,NA,NA
Henriques2021,Marcelo,21,2005,low,hydroelectric reservoir,obtained from study publication,NA,NA
Henriques2021,Nivia_B3,21,2005,low,hydroelectric reservoir,obtained from study publication,NA,NA
Henriques2021,Panema,21,2005,low,hydroelectric reservoir,obtained from study publication,NA,NA
Henriques2021,Pedral,21,2005,low,hydroelectric reservoir,obtained from study publication,NA,NA
Henriques2021,Prefeito,21,2005,low,hydroelectric reservoir,obtained from study publication,NA,NA
Henriques2021,Sidnei,21,2005,low,hydroelectric reservoir,obtained from study publication,NA,NA
Henriques2021,Soro,21,2005,low,hydroelectric reservoir,obtained from study publication,NA,NA
Henriques2021,Tamarindo,21,2005,low,hydroelectric reservoir,obtained from study publication,NA,NA
Henriques2021,Tiago_B3,21,2005,low,hydroelectric reservoir,obtained from study publication,NA,NA
Holbech2005,Ankasa,NA,1993,high,selective logging,inferred by Chase Mendenhall,NA,NA
Holbech2005,Boin,NA,1993,high,selective logging,inferred by Chase Mendenhall,NA,NA
Holbech2005,Bura,NA,1993,high,selective logging,inferred by Chase Mendenhall,NA,NA
Holbech2005,Cape Three Point,NA,1993,high,selective logging,inferred by Chase Mendenhall,NA,NA
Holbech2005,Dadiaso,NA,1993,high,selective logging,inferred by Chase Mendenhall,NA,NA
Holbech2005,Disue,NA,1993,high,selective logging,inferred by Chase Mendenhall,NA,NA
Holbech2005,Draw,NA,1993,high,selective logging,inferred by Chase Mendenhall,NA,NA
Holbech2005,Ebi,NA,1993,high,selective logging,inferred by Chase Mendenhall,NA,NA
Holbech2005,Fure,NA,1993,high,selective logging,inferred by Chase Mendenhall,NA,NA
Holbech2005,Jema-Assemkrom,NA,1993,high,selective logging,inferred by Chase Mendenhall,NA,NA
Holbech2005,Mamiri,NA,1993,high,selective logging,inferred by Chase Mendenhall,NA,NA
Holbech2005,Neung North,NA,1993,high,selective logging,inferred by Chase Mendenhall,NA,NA
Holbech2005,Subri,NA,1993,high,selective logging,inferred by Chase Mendenhall,NA,NA
Holbech2005,Tano Nimri,NA,1993,high,selective logging,inferred by Chase Mendenhall,NA,NA
Holbech2005,Yoyo,NA,1993,high,selective logging,inferred by Chase Mendenhall,NA,NA
Irving2018,IS05,30,2016,low,hydroelectric reservoir,obtained from study publication,NA,NA
Irving2018,IS06,30,2016,low,hydroelectric reservoir,obtained from study publication,NA,NA
Irving2018,IS07,30,2016,low,hydroelectric reservoir,obtained from study publication,NA,NA
Irving2018,IS39,30,2016,low,hydroelectric reservoir,obtained from study publication,NA,NA
Irving2018,IS41,30,2016,low,hydroelectric reservoir,obtained from study publication,NA,NA
Irving2018,ISX01,30,2016,low,hydroelectric reservoir,obtained from study publication,NA,NA
Irving2018,ISX02,30,2016,low,hydroelectric reservoir,obtained from study publication,NA,NA
Irving2018,ISX03,30,2016,low,hydroelectric reservoir,obtained from study publication,NA,NA
Irving2018,ISX04,30,2016,low,hydroelectric reservoir,obtained from study publication,NA,NA
Irving2018,ISY01,30,2016,low,hydroelectric reservoir,obtained from study publication,NA,NA
Irving2018,ISY02,30,2016,low,hydroelectric reservoir,obtained from study publication,NA,NA
Irving2018,ISY05,30,2016,low,hydroelectric reservoir,obtained from study publication,NA,NA
Irving2018,ISY06,30,2016,low,hydroelectric reservoir,obtained from study publication,NA,NA
Irving2018,ISY07,30,2016,low,hydroelectric reservoir,obtained from study publication,NA,NA
Irving2018,ISY08,30,2016,low,hydroelectric reservoir,obtained from study publication,NA,NA
Irving2018,ISY09,30,2016,low,hydroelectric reservoir,obtained from study publication,NA,NA
Irving2018,ISY10,30,2016,low,hydroelectric reservoir,obtained from study publication,NA,NA
Irving2018,ISY11,30,2016,low,hydroelectric reservoir,obtained from study publication,NA,NA
Irving2018,ISY12,30,2016,low,hydroelectric reservoir,obtained from study publication,NA,NA
Irving2018,ISY14,30,2016,low,hydroelectric reservoir,obtained from study publication,NA,NA
Irving2018,ISY15,30,2016,low,hydroelectric reservoir,obtained from study publication,NA,NA
Irving2018,ISY16,30,2016,low,hydroelectric reservoir,obtained from study publication,NA,NA
Irving2018,ISY17,30,2016,low,hydroelectric reservoir,obtained from study publication,NA,NA
Jensen2005,MA,NA,1990,high,farmland and settlements,inferred by Chase Mendenhall,NA,NA
Jensen2005,KI,NA,2001,high,farmland and settlements,inferred by Chase Mendenhall,NA,NA
Jensen2005,MT,NA,2001,high,farmland and settlements,inferred by Chase Mendenhall,NA,NA
Jensen2005,RU,NA,1993,high,farmland and settlements,inferred by Chase Mendenhall,NA,NA
Jensen2005,MB,NA,1993,high,farmland and settlements,inferred by Chase Mendenhall,NA,NA
Jensen2005,ND,NA,1996,high,farmland and settlements,inferred by Chase Mendenhall,NA,NA
Jensen2005,RL,NA,2001,high,farmland and settlements,inferred by Chase Mendenhall,NA,NA
Jensen2005,CH,NA,1993,high,farmland and settlements,inferred by Chase Mendenhall,NA,NA
Jensen2005,LI,NA,1989,high,farmland and settlements,inferred by Chase Mendenhall,NA,NA
Jensen2005,RO,NA,1988,high,farmland and settlements,inferred by Chase Mendenhall,NA,NA
Jensen2005,MK,NA,1990,high,farmland and settlements,inferred by Chase Mendenhall,NA,NA
Jensen2020,Iwonde,150,1981,high,farmland and settlements,obtained from study publication,"""The isolation of these forest fragments is probably relatively recent (within the last 100–200 years)"". I considered the midyear of 150 years as the time since isolation.",NA
Jensen2020,Iyondo,150,1981,high,farmland and settlements,obtained from study publication,"""The isolation of these forest fragments is probably relatively recent (within the last 100–200 years)"". I considered the midyear of 150 years as the time since isolation.",NA
Jensen2020,Kiranzi-Kitungulu,150,1981,high,farmland and settlements,obtained from study publication,"""The isolation of these forest fragments is probably relatively recent (within the last 100–200 years)"". I considered the midyear of 150 years as the time since isolation.",NA
Jensen2020,Kisinga-Rugaro,150,1981,high,farmland and settlements,obtained from study publication,"""The isolation of these forest fragments is probably relatively recent (within the last 100–200 years)"". I considered the midyear of 150 years as the time since isolation.",NA
Jensen2020,Kitemele,150,1981,high,farmland and settlements,obtained from study publication,"""The isolation of these forest fragments is probably relatively recent (within the last 100–200 years)"". I considered the midyear of 150 years as the time since isolation.",NA
Jensen2020,Mwanihana,150,1981,high,farmland and settlements,obtained from study publication,"""The isolation of these forest fragments is probably relatively recent (within the last 100–200 years)"". I considered the midyear of 150 years as the time since isolation.",NA
Jensen2020,Ndundulu-Luhombero,150,1981,high,farmland and settlements,obtained from study publication,"""The isolation of these forest fragments is probably relatively recent (within the last 100–200 years)"". I considered the midyear of 150 years as the time since isolation.",NA
Jensen2020,Nyumbanitu,150,1981,high,farmland and settlements,obtained from study publication,"""The isolation of these forest fragments is probably relatively recent (within the last 100–200 years)"". I considered the midyear of 150 years as the time since isolation.",NA
Jensen2020,Ukami,150,1981,high,farmland and settlements,obtained from study publication,"""The isolation of these forest fragments is probably relatively recent (within the last 100–200 years)"". I considered the midyear of 150 years as the time since isolation.",NA
Jensen2020,Ulongambi,150,1981,high,farmland and settlements,obtained from study publication,"""The isolation of these forest fragments is probably relatively recent (within the last 100–200 years)"". I considered the midyear of 150 years as the time since isolation.",NA
Jensen2020,Uzungwa Scarp,150,1981,high,farmland and settlements,obtained from study publication,"""The isolation of these forest fragments is probably relatively recent (within the last 100–200 years)"". I considered the midyear of 150 years as the time since isolation.",NA
Jyothi2015,Bagavathy Kavu,NA,2012,high,homesteads,obtained from study publication,NA,NA
Jyothi2015,Cheemeni Kavu,NA,2012,high,paddy fields | homesteads,obtained from study publication,NA,NA
Jyothi2015,Edapara Kavu,NA,2012,high,cashew plantation | homesteads,obtained from study publication,NA,NA
Jyothi2015,Edayilakadu,NA,2012,intermediate,paddy fields | homesteads,obtained from study publication. Matrix quality inferred by Anderson Bueno through the inspection of Google Earth imagery from 2013.,NA,NA
Jyothi2015,Iriveri Kavu,NA,2012,high,homesteads,obtained from study publication,NA,NA
Jyothi2015,Kammadam Kavu,NA,2012,high,rubber | banana | coconut | areca nut plantations,obtained from study publication,NA,NA
Jyothi2015,Karakka Kavu,NA,2012,high,homesteads,obtained from study publication,NA,NA
Jyothi2015,Kudakolangara Kavu,NA,2012,high,homesteads,obtained from study publication,NA,NA
Jyothi2015,Madayi Kavu,NA,2012,intermediate,homesteads | grassland,obtained from study publication. Matrix quality inferred by Anderson Bueno through the inspection of Google Earth imagery from 2013.,NA,NA
Jyothi2015,Mannanpurath Kavu,NA,2012,high,homesteads,obtained from study publication,NA,NA
Jyothi2015,Mapetachery Kavu,NA,2012,high,paddy fields | homesteads,obtained from study publication,NA,NA
Jyothi2015,Neeliyar Kavu,NA,2012,high,homesteads,obtained from study publication,NA,NA
Jyothi2015,Poongotu Kavu,NA,2012,high,rubber plantation | homesteads | paddy field,obtained from study publication,NA,NA
Jyothi2015,Thazhe Kavu,NA,2012,intermediate,paddy fields,obtained from study publication. Matrix quality inferred by Anderson Bueno through the inspection of Google Earth imagery from 2013.,NA,NA
Jyothi2015,Verikkara Kavu,NA,2012,high,paddy field | rubber plantation,obtained from study publication,NA,NA
Kormann2018,B,41,2011,intermediate,pasture,"obtained from study publication. ""Non-forest land cover is largely pasture (>90%, Hadley et al., 2014)"". However, many old-growth forest fragments are also surrounded by secondary forest (see Figure 1 in Kormann et al. 2018).",NA,"I considered that deforestation occurred in 1970, following Zahawi et al. (2015) [https://doi.org/10.1371/journal.pone.0143554]. Thus, the time since isolation is calculated as 2011 (the first year of the survey) minus 1970. Like me, Chase stated the time since isolation as 41 years."
Kormann2018,C,41,2011,intermediate,pasture,"obtained from study publication. ""Non-forest land cover is largely pasture (>90%, Hadley et al., 2014)"". However, many old-growth forest fragments are also surrounded by secondary forest (see Figure 1 in Kormann et al. 2018).",NA,"I considered that deforestation occurred in 1970, following Zahawi et al. (2015) [https://doi.org/10.1371/journal.pone.0143554]. Thus, the time since isolation is calculated as 2011 (the first year of the survey) minus 1970. Like me, Chase stated the time since isolation as 41 years."
Kormann2018,D,41,2011,intermediate,pasture,"obtained from study publication. ""Non-forest land cover is largely pasture (>90%, Hadley et al., 2014)"". However, many old-growth forest fragments are also surrounded by secondary forest (see Figure 1 in Kormann et al. 2018).",NA,"I considered that deforestation occurred in 1970, following Zahawi et al. (2015) [https://doi.org/10.1371/journal.pone.0143554]. Thus, the time since isolation is calculated as 2011 (the first year of the survey) minus 1970. Like me, Chase stated the time since isolation as 41 years."
Kormann2018,E,41,2011,intermediate,pasture,"obtained from study publication. ""Non-forest land cover is largely pasture (>90%, Hadley et al., 2014)"". However, many old-growth forest fragments are also surrounded by secondary forest (see Figure 1 in Kormann et al. 2018).",NA,"I considered that deforestation occurred in 1970, following Zahawi et al. (2015) [https://doi.org/10.1371/journal.pone.0143554]. Thus, the time since isolation is calculated as 2011 (the first year of the survey) minus 1970. Like me, Chase stated the time since isolation as 41 years."
Kormann2018,f1,41,2011,intermediate,pasture,"obtained from study publication. ""Non-forest land cover is largely pasture (>90%, Hadley et al., 2014)"". However, many old-growth forest fragments are also surrounded by secondary forest (see Figure 1 in Kormann et al. 2018).",NA,"I considered that deforestation occurred in 1970, following Zahawi et al. (2015) [https://doi.org/10.1371/journal.pone.0143554]. Thus, the time since isolation is calculated as 2011 (the first year of the survey) minus 1970. Like me, Chase stated the time since isolation as 41 years."
Kormann2018,f10,41,2011,intermediate,pasture,"obtained from study publication. ""Non-forest land cover is largely pasture (>90%, Hadley et al., 2014)"". However, many old-growth forest fragments are also surrounded by secondary forest (see Figure 1 in Kormann et al. 2018).",NA,"I considered that deforestation occurred in 1970, following Zahawi et al. (2015) [https://doi.org/10.1371/journal.pone.0143554]. Thus, the time since isolation is calculated as 2011 (the first year of the survey) minus 1970. Like me, Chase stated the time since isolation as 41 years."
Kormann2018,f12,41,2011,intermediate,pasture,"obtained from study publication. ""Non-forest land cover is largely pasture (>90%, Hadley et al., 2014)"". However, many old-growth forest fragments are also surrounded by secondary forest (see Figure 1 in Kormann et al. 2018).",NA,"I considered that deforestation occurred in 1970, following Zahawi et al. (2015) [https://doi.org/10.1371/journal.pone.0143554]. Thus, the time since isolation is calculated as 2011 (the first year of the survey) minus 1970. Like me, Chase stated the time since isolation as 41 years."
Kormann2018,f13,41,2011,intermediate,pasture,"obtained from study publication. ""Non-forest land cover is largely pasture (>90%, Hadley et al., 2014)"". However, many old-growth forest fragments are also surrounded by secondary forest (see Figure 1 in Kormann et al. 2018).",NA,"I considered that deforestation occurred in 1970, following Zahawi et al. (2015) [https://doi.org/10.1371/journal.pone.0143554]. Thus, the time since isolation is calculated as 2011 (the first year of the survey) minus 1970. Like me, Chase stated the time since isolation as 41 years."
Kormann2018,f15,41,2011,intermediate,pasture,"obtained from study publication. ""Non-forest land cover is largely pasture (>90%, Hadley et al., 2014)"". However, many old-growth forest fragments are also surrounded by secondary forest (see Figure 1 in Kormann et al. 2018).",NA,"I considered that deforestation occurred in 1970, following Zahawi et al. (2015) [https://doi.org/10.1371/journal.pone.0143554]. Thus, the time since isolation is calculated as 2011 (the first year of the survey) minus 1970. Like me, Chase stated the time since isolation as 41 years."
Kormann2018,f17,41,2011,intermediate,pasture,"obtained from study publication. ""Non-forest land cover is largely pasture (>90%, Hadley et al., 2014)"". However, many old-growth forest fragments are also surrounded by secondary forest (see Figure 1 in Kormann et al. 2018).",NA,"I considered that deforestation occurred in 1970, following Zahawi et al. (2015) [https://doi.org/10.1371/journal.pone.0143554]. Thus, the time since isolation is calculated as 2011 (the first year of the survey) minus 1970. Like me, Chase stated the time since isolation as 41 years."
Kormann2018,f19,41,2011,intermediate,pasture,"obtained from study publication. ""Non-forest land cover is largely pasture (>90%, Hadley et al., 2014)"". However, many old-growth forest fragments are also surrounded by secondary forest (see Figure 1 in Kormann et al. 2018).",NA,"I considered that deforestation occurred in 1970, following Zahawi et al. (2015) [https://doi.org/10.1371/journal.pone.0143554]. Thus, the time since isolation is calculated as 2011 (the first year of the survey) minus 1970. Like me, Chase stated the time since isolation as 41 years."
Kormann2018,f2,41,2011,intermediate,pasture,"obtained from study publication. ""Non-forest land cover is largely pasture (>90%, Hadley et al., 2014)"". However, many old-growth forest fragments are also surrounded by secondary forest (see Figure 1 in Kormann et al. 2018).",NA,"I considered that deforestation occurred in 1970, following Zahawi et al. (2015) [https://doi.org/10.1371/journal.pone.0143554]. Thus, the time since isolation is calculated as 2011 (the first year of the survey) minus 1970. Like me, Chase stated the time since isolation as 41 years."
Kormann2018,f20,41,2011,intermediate,pasture,"obtained from study publication. ""Non-forest land cover is largely pasture (>90%, Hadley et al., 2014)"". However, many old-growth forest fragments are also surrounded by secondary forest (see Figure 1 in Kormann et al. 2018).",NA,"I considered that deforestation occurred in 1970, following Zahawi et al. (2015) [https://doi.org/10.1371/journal.pone.0143554]. Thus, the time since isolation is calculated as 2011 (the first year of the survey) minus 1970. Like me, Chase stated the time since isolation as 41 years."
Kormann2018,f21,41,2011,intermediate,pasture,"obtained from study publication. ""Non-forest land cover is largely pasture (>90%, Hadley et al., 2014)"". However, many old-growth forest fragments are also surrounded by secondary forest (see Figure 1 in Kormann et al. 2018).",NA,"I considered that deforestation occurred in 1970, following Zahawi et al. (2015) [https://doi.org/10.1371/journal.pone.0143554]. Thus, the time since isolation is calculated as 2011 (the first year of the survey) minus 1970. Like me, Chase stated the time since isolation as 41 years."
Kormann2018,f22,41,2011,intermediate,pasture,"obtained from study publication. ""Non-forest land cover is largely pasture (>90%, Hadley et al., 2014)"". However, many old-growth forest fragments are also surrounded by secondary forest (see Figure 1 in Kormann et al. 2018).",NA,"I considered that deforestation occurred in 1970, following Zahawi et al. (2015) [https://doi.org/10.1371/journal.pone.0143554]. Thus, the time since isolation is calculated as 2011 (the first year of the survey) minus 1970. Like me, Chase stated the time since isolation as 41 years."
Kormann2018,f24,41,2011,intermediate,pasture,"obtained from study publication. ""Non-forest land cover is largely pasture (>90%, Hadley et al., 2014)"". However, many old-growth forest fragments are also surrounded by secondary forest (see Figure 1 in Kormann et al. 2018).",NA,"I considered that deforestation occurred in 1970, following Zahawi et al. (2015) [https://doi.org/10.1371/journal.pone.0143554]. Thus, the time since isolation is calculated as 2011 (the first year of the survey) minus 1970. Like me, Chase stated the time since isolation as 41 years."
Kormann2018,f25,41,2011,intermediate,pasture,"obtained from study publication. ""Non-forest land cover is largely pasture (>90%, Hadley et al., 2014)"". However, many old-growth forest fragments are also surrounded by secondary forest (see Figure 1 in Kormann et al. 2018).",NA,"I considered that deforestation occurred in 1970, following Zahawi et al. (2015) [https://doi.org/10.1371/journal.pone.0143554]. Thus, the time since isolation is calculated as 2011 (the first year of the survey) minus 1970. Like me, Chase stated the time since isolation as 41 years."
Kormann2018,f26,41,2011,intermediate,pasture,"obtained from study publication. ""Non-forest land cover is largely pasture (>90%, Hadley et al., 2014)"". However, many old-growth forest fragments are also surrounded by secondary forest (see Figure 1 in Kormann et al. 2018).",NA,"I considered that deforestation occurred in 1970, following Zahawi et al. (2015) [https://doi.org/10.1371/journal.pone.0143554]. Thus, the time since isolation is calculated as 2011 (the first year of the survey) minus 1970. Like me, Chase stated the time since isolation as 41 years."
Kormann2018,f3,41,2011,intermediate,pasture,"obtained from study publication. ""Non-forest land cover is largely pasture (>90%, Hadley et al., 2014)"". However, many old-growth forest fragments are also surrounded by secondary forest (see Figure 1 in Kormann et al. 2018).",NA,"I considered that deforestation occurred in 1970, following Zahawi et al. (2015) [https://doi.org/10.1371/journal.pone.0143554]. Thus, the time since isolation is calculated as 2011 (the first year of the survey) minus 1970. Like me, Chase stated the time since isolation as 41 years."
Kormann2018,f30,41,2011,intermediate,pasture,"obtained from study publication. ""Non-forest land cover is largely pasture (>90%, Hadley et al., 2014)"". However, many old-growth forest fragments are also surrounded by secondary forest (see Figure 1 in Kormann et al. 2018).",NA,"I considered that deforestation occurred in 1970, following Zahawi et al. (2015) [https://doi.org/10.1371/journal.pone.0143554]. Thus, the time since isolation is calculated as 2011 (the first year of the survey) minus 1970. Like me, Chase stated the time since isolation as 41 years."
Kormann2018,f33,41,2011,intermediate,pasture,"obtained from study publication. ""Non-forest land cover is largely pasture (>90%, Hadley et al., 2014)"". However, many old-growth forest fragments are also surrounded by secondary forest (see Figure 1 in Kormann et al. 2018).",NA,"I considered that deforestation occurred in 1970, following Zahawi et al. (2015) [https://doi.org/10.1371/journal.pone.0143554]. Thus, the time since isolation is calculated as 2011 (the first year of the survey) minus 1970. Like me, Chase stated the time since isolation as 41 years."
Kormann2018,f34,41,2011,intermediate,pasture,"obtained from study publication. ""Non-forest land cover is largely pasture (>90%, Hadley et al., 2014)"". However, many old-growth forest fragments are also surrounded by secondary forest (see Figure 1 in Kormann et al. 2018).",NA,"I considered that deforestation occurred in 1970, following Zahawi et al. (2015) [https://doi.org/10.1371/journal.pone.0143554]. Thus, the time since isolation is calculated as 2011 (the first year of the survey) minus 1970. Like me, Chase stated the time since isolation as 41 years."
Kormann2018,f35,41,2011,intermediate,pasture,"obtained from study publication. ""Non-forest land cover is largely pasture (>90%, Hadley et al., 2014)"". However, many old-growth forest fragments are also surrounded by secondary forest (see Figure 1 in Kormann et al. 2018).",NA,"I considered that deforestation occurred in 1970, following Zahawi et al. (2015) [https://doi.org/10.1371/journal.pone.0143554]. Thus, the time since isolation is calculated as 2011 (the first year of the survey) minus 1970. Like me, Chase stated the time since isolation as 41 years."
Kormann2018,f36,41,2011,intermediate,pasture,"obtained from study publication. ""Non-forest land cover is largely pasture (>90%, Hadley et al., 2014)"". However, many old-growth forest fragments are also surrounded by secondary forest (see Figure 1 in Kormann et al. 2018).",NA,"I considered that deforestation occurred in 1970, following Zahawi et al. (2015) [https://doi.org/10.1371/journal.pone.0143554]. Thus, the time since isolation is calculated as 2011 (the first year of the survey) minus 1970. Like me, Chase stated the time since isolation as 41 years."
Kormann2018,f37,41,2011,intermediate,pasture,"obtained from study publication. ""Non-forest land cover is largely pasture (>90%, Hadley et al., 2014)"". However, many old-growth forest fragments are also surrounded by secondary forest (see Figure 1 in Kormann et al. 2018).",NA,"I considered that deforestation occurred in 1970, following Zahawi et al. (2015) [https://doi.org/10.1371/journal.pone.0143554]. Thus, the time since isolation is calculated as 2011 (the first year of the survey) minus 1970. Like me, Chase stated the time since isolation as 41 years."
Kormann2018,f39,41,2011,intermediate,pasture,"obtained from study publication. ""Non-forest land cover is largely pasture (>90%, Hadley et al., 2014)"". However, many old-growth forest fragments are also surrounded by secondary forest (see Figure 1 in Kormann et al. 2018).",NA,"I considered that deforestation occurred in 1970, following Zahawi et al. (2015) [https://doi.org/10.1371/journal.pone.0143554]. Thus, the time since isolation is calculated as 2011 (the first year of the survey) minus 1970. Like me, Chase stated the time since isolation as 41 years."
Kormann2018,f40,41,2011,intermediate,pasture,"obtained from study publication. ""Non-forest land cover is largely pasture (>90%, Hadley et al., 2014)"". However, many old-growth forest fragments are also surrounded by secondary forest (see Figure 1 in Kormann et al. 2018).",NA,"I considered that deforestation occurred in 1970, following Zahawi et al. (2015) [https://doi.org/10.1371/journal.pone.0143554]. Thus, the time since isolation is calculated as 2011 (the first year of the survey) minus 1970. Like me, Chase stated the time since isolation as 41 years."
Kormann2018,f43,41,2011,intermediate,pasture,"obtained from study publication. ""Non-forest land cover is largely pasture (>90%, Hadley et al., 2014)"". However, many old-growth forest fragments are also surrounded by secondary forest (see Figure 1 in Kormann et al. 2018).",NA,"I considered that deforestation occurred in 1970, following Zahawi et al. (2015) [https://doi.org/10.1371/journal.pone.0143554]. Thus, the time since isolation is calculated as 2011 (the first year of the survey) minus 1970. Like me, Chase stated the time since isolation as 41 years."
Kormann2018,f47,41,2011,intermediate,pasture,"obtained from study publication. ""Non-forest land cover is largely pasture (>90%, Hadley et al., 2014)"". However, many old-growth forest fragments are also surrounded by secondary forest (see Figure 1 in Kormann et al. 2018).",NA,"I considered that deforestation occurred in 1970, following Zahawi et al. (2015) [https://doi.org/10.1371/journal.pone.0143554]. Thus, the time since isolation is calculated as 2011 (the first year of the survey) minus 1970. Like me, Chase stated the time since isolation as 41 years."
Kormann2018,f49,41,2011,intermediate,pasture,"obtained from study publication. ""Non-forest land cover is largely pasture (>90%, Hadley et al., 2014)"". However, many old-growth forest fragments are also surrounded by secondary forest (see Figure 1 in Kormann et al. 2018).",NA,"I considered that deforestation occurred in 1970, following Zahawi et al. (2015) [https://doi.org/10.1371/journal.pone.0143554]. Thus, the time since isolation is calculated as 2011 (the first year of the survey) minus 1970. Like me, Chase stated the time since isolation as 41 years."
Kormann2018,f5,41,2011,intermediate,pasture,"obtained from study publication. ""Non-forest land cover is largely pasture (>90%, Hadley et al., 2014)"". However, many old-growth forest fragments are also surrounded by secondary forest (see Figure 1 in Kormann et al. 2018).",NA,"I considered that deforestation occurred in 1970, following Zahawi et al. (2015) [https://doi.org/10.1371/journal.pone.0143554]. Thus, the time since isolation is calculated as 2011 (the first year of the survey) minus 1970. Like me, Chase stated the time since isolation as 41 years."
Kormann2018,f50,41,2011,intermediate,pasture,"obtained from study publication. ""Non-forest land cover is largely pasture (>90%, Hadley et al., 2014)"". However, many old-growth forest fragments are also surrounded by secondary forest (see Figure 1 in Kormann et al. 2018).",NA,"I considered that deforestation occurred in 1970, following Zahawi et al. (2015) [https://doi.org/10.1371/journal.pone.0143554]. Thus, the time since isolation is calculated as 2011 (the first year of the survey) minus 1970. Like me, Chase stated the time since isolation as 41 years."
Kormann2018,f52,41,2011,intermediate,pasture,"obtained from study publication. ""Non-forest land cover is largely pasture (>90%, Hadley et al., 2014)"". However, many old-growth forest fragments are also surrounded by secondary forest (see Figure 1 in Kormann et al. 2018).",NA,"I considered that deforestation occurred in 1970, following Zahawi et al. (2015) [https://doi.org/10.1371/journal.pone.0143554]. Thus, the time since isolation is calculated as 2011 (the first year of the survey) minus 1970. Like me, Chase stated the time since isolation as 41 years."
Kormann2018,f53,41,2011,intermediate,pasture,"obtained from study publication. ""Non-forest land cover is largely pasture (>90%, Hadley et al., 2014)"". However, many old-growth forest fragments are also surrounded by secondary forest (see Figure 1 in Kormann et al. 2018).",NA,"I considered that deforestation occurred in 1970, following Zahawi et al. (2015) [https://doi.org/10.1371/journal.pone.0143554]. Thus, the time since isolation is calculated as 2011 (the first year of the survey) minus 1970. Like me, Chase stated the time since isolation as 41 years."
